DocumentodeLiquidacao,CodigoNotadeEmpenho,CodigoNaturezaDaDespesa,CodigoFonteDeRecurso,CodigoDetalhamentoFr,NUMERO_PROCESSO,CodigoProjetoAtividade,InstituicaoCodigoUnidadeGestora,Credor_Nome,CONTRATO,CONVENIO,Valor Original,Valor Liquido,Valor Bruto,Valor Retido,Valor Pago,Valor Liquidado a Pagar,Valor Liquido2
2023160101DL000383,2022160101NE00059,33903944,1550000004,2156,34832/2022,XXXX,160101,SERVIÇO AUTONOMO DE AGUA E ESGOTO DE CAMETÁ,0,0,R$ 273.82,R$ 273.82,R$ 273.82,R$ 0.00,R$ 273.82,R$ 0.00,273.82
2023160101DL000384,2022160101NE08555,33903007,2999000006,2326,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 1,510.89","R$ 1,510.89","R$ 1,510.89",R$ 0.00,"R$ 1,510.89",R$ 0.00,1510.89
2023160101DL000385,2022160101NE10668,33903007,2999000006,6782,1308638/2022,XXXX,160101,EC GARCIA COM. SERV. E REP. EIRELI-EPP,0,0,R$ 478.36,R$ 478.36,R$ 478.36,R$ 0.00,R$ 478.36,R$ 0.00,478.36
2023160101DL000386,2023160101NE000030,31901101,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 19,488,436.62","R$ 19,488,436.62","-R$ 19,488,436.62",R$ 0.00,R$ 0.00,"-R$ 19,488,436.62",19488436.62
 , ,31901106,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 8,580.67","R$ 8,580.67","-R$ 8,580.67",R$ 0.00,R$ 0.00,"-R$ 8,580.67",8580.67
 , ,31901107,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 223,765.72","R$ 223,765.72","-R$ 223,765.72",R$ 0.00,R$ 0.00,"-R$ 223,765.72",223765.72
 , ,31901117,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 8,483,489.04","R$ 8,483,489.04","-R$ 8,483,489.04",R$ 0.00,R$ 0.00,"-R$ 8,483,489.04",8483489.04
 , ,31901120,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,-R$ 631.20,R$ 631.20,-R$ 631.20,R$ 0.00,R$ 0.00,-R$ 631.20,631.2
 , ,31901121,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 1,975.77","R$ 1,975.77","-R$ 1,975.77",R$ 0.00,R$ 0.00,"-R$ 1,975.77",1975.77
 , ,31901128,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 437,095.74","R$ 437,095.74","-R$ 437,095.74",R$ 0.00,R$ 0.00,"-R$ 437,095.74",437095.74
 , ,31901129,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 905,106.23","R$ 905,106.23","-R$ 905,106.23",R$ 0.00,R$ 0.00,"-R$ 905,106.23",905106.23
 , ,31901131,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 1,530.27","R$ 1,530.27","-R$ 1,530.27",R$ 0.00,R$ 0.00,"-R$ 1,530.27",1530.27
 , ,31901133,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,-R$ 253.03,R$ 253.03,-R$ 253.03,R$ 0.00,R$ 0.00,-R$ 253.03,253.03
 , ,31901134,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 11,817.34","R$ 11,817.34","-R$ 11,817.34",R$ 0.00,R$ 0.00,"-R$ 11,817.34",11817.34
 , ,31901137,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 14,281,085.19","R$ 14,281,085.19","-R$ 14,281,085.19",R$ 0.00,R$ 0.00,"-R$ 14,281,085.19",14281085.19
 , ,31901140,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 656,477.27","R$ 656,477.27","-R$ 656,477.27",R$ 0.00,R$ 0.00,"-R$ 656,477.27",656477.27
 , ,31901145,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 5,339.23","R$ 5,339.23","-R$ 5,339.23",R$ 0.00,R$ 0.00,"-R$ 5,339.23",5339.23
 , ,31901161,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,"-R$ 1,119,981.26","R$ 1,119,981.26","-R$ 1,119,981.26",R$ 0.00,R$ 0.00,"-R$ 1,119,981.26",1119981.26
2023160101DL000387,2022160101NE08555,33903007,2999000006,2326,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 3,675.86","R$ 3,675.86","R$ 3,675.86",R$ 0.00,"R$ 3,675.86",R$ 0.00,3675.86
2023160101DL000388,2022160101NE08555,33903007,2999000006,2326,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 5,063.03","R$ 5,063.03","R$ 5,063.03",R$ 0.00,"R$ 5,063.03",R$ 0.00,5063.03
2023160101DL000389,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,R$ 74.54,R$ 74.54,R$ 74.54,R$ 0.00,R$ 74.54,R$ 0.00,74.54
2023160101DL000390,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 1,886.50","R$ 1,886.50","R$ 1,886.50",R$ 0.00,"R$ 1,886.50",R$ 0.00,1886.5
2023160101DL000391,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,R$ 37.76,R$ 37.76,R$ 37.76,R$ 0.00,R$ 37.76,R$ 0.00,37.76
2023160101DL000392,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,R$ 518.14,R$ 518.14,R$ 518.14,R$ 0.00,R$ 518.14,R$ 0.00,518.14
2023160101DL000393,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 1,382.37","R$ 1,382.37","R$ 1,382.37",R$ 0.00,"R$ 1,382.37",R$ 0.00,1382.37
2023160101DL000394,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 1,747.46","R$ 1,747.46","R$ 1,747.46",R$ 0.00,"R$ 1,747.46",R$ 0.00,1747.46
2023160101DL000395,2022160101NE08551,33903007,2999000006,3296,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 3,433.02","R$ 3,433.02","R$ 3,433.02",R$ 0.00,"R$ 3,433.02",R$ 0.00,3433.02
2023160101DL000396,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 6.88,R$ 6.88,-R$ 6.88,R$ 0.00,R$ 0.00,-R$ 6.88,6.88
2023160101DL000397,2022160101NE08554,33903007,2999000006,6782,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 1,174.89","R$ 1,174.89","R$ 1,174.89",R$ 0.00,"R$ 1,174.89",R$ 0.00,1174.89
2023160101DL000398,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 6.88,R$ 6.88,-R$ 6.88,R$ 0.00,R$ 0.00,-R$ 6.88,6.88
2023160101DL000399,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 6.88,R$ 6.88,-R$ 6.88,R$ 0.00,R$ 0.00,-R$ 6.88,6.88
2023160101DL000400,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 6.88,R$ 6.88,-R$ 6.88,R$ 0.00,R$ 0.00,-R$ 6.88,6.88
2023160101DL000401,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 6.88,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6.88
2023160101DL000402,2022160101NE01217,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 90.71,R$ 90.71,-R$ 90.71,R$ 0.00,R$ 0.00,-R$ 90.71,90.71
2023160101DL000403,2022160101NE01217,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 90.71,R$ 90.71,-R$ 90.71,R$ 0.00,R$ 0.00,-R$ 90.71,90.71
2023160101DL000404,2022160101NE10963,33903615,1550000004,0,853286/2021,XXXX,160101,RAIMUNDO DO ESPIRITO SANTO FERREIRA,302016,0,R$ 77.46,R$ 77.46,R$ 77.46,R$ 0.00,R$ 77.46,R$ 0.00,77.46
2023160101DL000405,2022160101NE01956,33903007,2999000006,3296,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"-R$ 1,531.60","R$ 1,531.60","-R$ 1,531.60",R$ 0.00,R$ 0.00,"-R$ 1,531.60",1531.6
2023160101DL000406,2022160101NE01953,33903007,2999000006,2324,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"-R$ 3,613.94","R$ 3,613.94","-R$ 3,613.94",R$ 0.00,R$ 0.00,"-R$ 3,613.94",3613.94
2023160101DL000407,2022160101NE01955,33903007,2999000006,6782,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"-R$ 1,247.85","R$ 1,247.85","-R$ 1,247.85",R$ 0.00,R$ 0.00,"-R$ 1,247.85",1247.85
2023160101DL000408,2022160101NE02037,33903007,2999000006,2326,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"-R$ 2,042.68","R$ 2,042.68","-R$ 2,042.68",R$ 0.00,R$ 0.00,"-R$ 2,042.68",2042.68
2023160101DL000409,2022160101NE08554,33903007,2999000006,6782,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 2,934.70","R$ 2,934.70","R$ 2,934.70",R$ 0.00,"R$ 2,934.70",R$ 0.00,2934.7
2023160101DL000410,2022160101NE01952,33903007,2999000006,1671,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"-R$ 11,528.23","R$ 11,528.23","-R$ 11,528.23",R$ 0.00,R$ 0.00,"-R$ 11,528.23",11528.23
2023160101DL000411,2022160101NE08554,33903007,2999000006,6782,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 2,934.70","R$ 2,934.70","R$ 2,934.70",R$ 0.00,"R$ 2,934.70",R$ 0.00,2934.7
2023160101DL000412,2022160101NE08554,33903007,2999000006,6782,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 2,934.70","R$ 2,934.70","R$ 2,934.70",R$ 0.00,"R$ 2,934.70",R$ 0.00,2934.7
2023160101DL000413,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,R$ 290.45,R$ 290.45,R$ 290.45,R$ 0.00,R$ 290.45,R$ 0.00,290.45
2023160101DL000414,2022160101NE09385,33903007,2999000006,6782,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"-R$ 60,579.64","R$ 60,579.64","-R$ 60,579.64",R$ 0.00,R$ 0.00,"-R$ 60,579.64",60579.64
2023160101DL000415,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 16,655.91","R$ 16,655.91","R$ 16,655.91",R$ 0.00,"R$ 16,655.91",R$ 0.00,16655.91
2023160101DL000416,2022160101NE09381,33903007,2999000006,1671,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"-R$ 76,624.42","R$ 76,624.42","-R$ 76,624.42",R$ 0.00,R$ 0.00,"-R$ 76,624.42",76624.42
2023160101DL000417,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 2,671.79","R$ 2,671.79","R$ 2,671.79",R$ 0.00,"R$ 2,671.79",R$ 0.00,2671.79
2023160101DL000418,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,R$ 589.30,R$ 589.30,R$ 589.30,R$ 0.00,R$ 589.30,R$ 0.00,589.3
2023160101DL000419,2022160101NE09383,33903007,2999000006,2324,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"-R$ 70,307.74","R$ 70,307.74","-R$ 70,307.74",R$ 0.00,R$ 0.00,"-R$ 70,307.74",70307.74
2023160101DL000420,2022160101NE09380,33903007,2999000006,3296,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"-R$ 5,931.58","R$ 5,931.58","-R$ 5,931.58",R$ 0.00,R$ 0.00,"-R$ 5,931.58",5931.58
2023160101DL000421,2022160101NE09384,33903007,2999000006,2326,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"-R$ 16,020.90","R$ 16,020.90","-R$ 16,020.90",R$ 0.00,R$ 0.00,"-R$ 16,020.90",16020.9
2023160101DL000422,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 7,587.27","R$ 7,587.27","R$ 7,587.27",R$ 0.00,"R$ 7,587.27",R$ 0.00,7587.27
2023160101DL000423,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 24,604.34","R$ 24,604.34","R$ 24,604.34",R$ 0.00,"R$ 24,604.34",R$ 0.00,24604.34
2023160101DL000424,2022160101NE08552,33903007,2999000006,1671,1208114/2022,XXXX,160101,COOP.MISTA DE PROD.E COM.CAMPONESA-EST.PARA,0,0,"R$ 18,868.78","R$ 18,868.78","R$ 18,868.78",R$ 0.00,"R$ 18,868.78",R$ 0.00,18868.78
2023160101DL000425,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 6.88,R$ 6.88,-R$ 6.88,R$ 0.00,R$ 0.00,-R$ 6.88,6.88
2023160101DL000426,2022160101NE12620,33903615,1550000004,0,1096875/2021,XXXX,160101,ALIRIO ANTONIO SARAIVA SOUZA SERRUYA,402010,0,R$ 0.00,R$ 423.79,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,423.79
2023160101DL000427,2022160101NE01956,33903007,2999000006,3296,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"R$ 1,531.60","R$ 1,531.60","R$ 1,531.60",R$ 0.00,"R$ 1,531.60",R$ 0.00,1531.6
2023160101DL000428,2022160101NE01953,33903007,2999000006,2324,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"R$ 3,613.94","R$ 3,613.94","R$ 3,613.94",R$ 0.00,"R$ 3,613.94",R$ 0.00,3613.94
2023160101DL000429,2022160101NE01955,33903007,2999000006,6782,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"R$ 1,247.85","R$ 1,247.85","R$ 1,247.85",R$ 0.00,"R$ 1,247.85",R$ 0.00,1247.85
2023160101DL000430,2022160101NE11353,33903615,1550000004,0,1026192/2021,XXXX,160101,JALON ALEXANDRE DA SILVA,1312022,0,"R$ 12,469.36","R$ 12,469.36","R$ 12,469.36",R$ 0.00,"R$ 12,469.36",R$ 0.00,12469.36
2023160101DL000431,2022160101NE02037,33903007,2999000006,2326,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"R$ 2,042.68","R$ 2,042.68","R$ 2,042.68",R$ 0.00,"R$ 2,042.68",R$ 0.00,2042.68
2023160101DL000432,2022160101NE01952,33903007,2999000006,1671,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"R$ 7,862.46","R$ 7,862.46","R$ 7,862.46",R$ 0.00,"R$ 7,862.46",R$ 0.00,7862.46
2023160101DL000433,2022160101NE01952,33903007,2999000006,1671,354845/2022,XXXX,160101,DANTAS COM.REPRESENTACOES E SERVICOS LTDA-EPP,0,0,"R$ 3,665.77","R$ 3,665.77","R$ 3,665.77",R$ 0.00,"R$ 3,665.77",R$ 0.00,3665.77
2023160101DL000434,2022160101NE11182,33903615,1550000004,0,1009172/2021,XXXX,160101,JANICE FABIANE DA SILVA SARMENTO,652022,0,"R$ 2,723.55","R$ 2,723.55","R$ 2,723.55",R$ 0.00,"R$ 2,723.55",R$ 0.00,2723.55
2023160101DL000435,2022160101NE11847,33903615,1550000004,0,960181/2022,XXXX,160101,JOSELY DE OLIVEIRA RIBEIRO,2752022,0,R$ 0.00,"R$ 12,297.17",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,12297.17
2023160101DL000436,2022160101NE11847,33903615,1550000004,0,960181/2022,XXXX,160101,JOSELY DE OLIVEIRA RIBEIRO,2752022,0,"-R$ 12,297.17","R$ 12,297.17","-R$ 12,297.17",R$ 0.00,R$ 0.00,"-R$ 12,297.17",12297.17
2023160101DL000437,2022160101NE11847,33903615,1550000004,0,960181/2022,XXXX,160101,JOSELY DE OLIVEIRA RIBEIRO,2752022,0,"R$ 11,744.36","R$ 11,744.36","R$ 11,744.36",R$ 0.00,"R$ 11,744.36",R$ 0.00,11744.36
2023160101DL000438,2022160101NE11256,33903615,1550000004,0,350775/2022,XXXX,160101,KATIA CILENE PEREIRA DA COSTA MARQUES,132016,0,"R$ 12,297.17","R$ 12,297.17","R$ 12,297.17",R$ 0.00,"R$ 12,297.17",R$ 0.00,12297.17
2023160101DL000439,2022160101NE09385,33903007,2999000006,6782,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 28,824.94","R$ 28,824.94","R$ 28,824.94",R$ 0.00,"R$ 28,824.94",R$ 0.00,28824.94
2023160101DL000440,2022160101NE09385,33903007,2999000006,6782,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 31,754.70","R$ 31,754.70","R$ 31,754.70",R$ 0.00,"R$ 31,754.70",R$ 0.00,31754.7
2023160101DL000441,2022160101NE11343,33903615,1550000004,0,893617/2021,XXXX,160101,KEZIA RAMOS MOREIRA CORDEIRO,632010,0,"R$ 12,188.20","R$ 12,188.20","R$ 12,188.20",R$ 0.00,"R$ 12,188.20",R$ 0.00,12188.2
2023160101DL000442,2022160101NE09384,33903007,2999000006,2326,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 6,634.80","R$ 6,634.80","R$ 6,634.80",R$ 0.00,"R$ 6,634.80",R$ 0.00,6634.8
2023160101DL000443,2022160101NE09384,33903007,2999000006,2326,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 9,386.10","R$ 9,386.10","R$ 9,386.10",R$ 0.00,"R$ 9,386.10",R$ 0.00,9386.1
2023160101DL000444,2022160101NE09383,33903007,2999000006,2324,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 40,468.24","R$ 40,468.24","R$ 40,468.24",R$ 0.00,"R$ 40,468.24",R$ 0.00,40468.24
2023160101DL000445,2022160101NE09383,33903007,2999000006,2324,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 29,839.50","R$ 29,839.50","R$ 29,839.50",R$ 0.00,"R$ 29,839.50",R$ 0.00,29839.5
2023160101DL000446,2022160101NE09381,33903007,2999000006,1671,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 49,589.32","R$ 49,589.32","R$ 49,589.32",R$ 0.00,"R$ 49,589.32",R$ 0.00,49589.32
2023160101DL000447,2022160101NE11165,33903615,1550000004,0,663673/2022,XXXX,160101,MARCELA GONCALVES MEDEIROS,2202018,0,"R$ 4,352.50","R$ 4,352.50","R$ 4,352.50",R$ 0.00,"R$ 4,352.50",R$ 0.00,4352.5
2023160101DL000448,2022160101NE09381,33903007,2999000006,1671,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 27,035.10","R$ 27,035.10","R$ 27,035.10",R$ 0.00,"R$ 27,035.10",R$ 0.00,27035.1
2023160101DL000449,2022160101NE09380,33903007,2999000006,3296,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 1,128.60","R$ 1,128.60","R$ 1,128.60",R$ 0.00,"R$ 1,128.60",R$ 0.00,1128.6
2023160101DL000450,2022160101NE09380,33903007,2999000006,3296,1224254/2022,XXXX,160101,ASSOC.DO PROJ.DE ASSENT.EST.A.V.M.I.MIRI,0,0,"R$ 4,802.98","R$ 4,802.98","R$ 4,802.98",R$ 0.00,"R$ 4,802.98",R$ 0.00,4802.98
2023160101DL000451,2022160101NE12134,33904095,1500100102,0,1554289/2022,XXXX,160101,LIP COMERCIAL LTDA,1662022,0,"-R$ 3,832.45","R$ 3,832.45","-R$ 3,832.45",R$ 0.00,R$ 0.00,"-R$ 3,832.45",3832.45
2023160101DL000452,2022160101NE00077,33903944,1550000004,2156,34805/2022,XXXX,160101,AGUAS DE SAO FRANCISCO CONCESSIONARIA DE SANEAMENTO S.A.,0,0,R$ 0.00,R$ 116.67,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,116.67
2023160101DL000453,2022160101NE11444,33903615,1550000004,0,825900/2020,XXXX,160101,MARGARIDA RISUENHO ABDON,752021,0,"R$ 5,585.27","R$ 5,585.27","R$ 5,585.27",R$ 0.00,"R$ 5,585.27",R$ 0.00,5585.27
2023160101DL000454,2022160101NE11771,33903615,1550000004,0,344835/2022,XXXX,160101,MARIA DALVA DE FARIA CAMPOS,1972018,0,"R$ 12,199.95","R$ 12,199.95","R$ 12,199.95",R$ 0.00,"R$ 12,199.95",R$ 0.00,12199.95
2023160101DL000455,2022160101NE12134,33904095,1500100102,0,1554289/2022,XXXX,160101,LIP COMERCIAL LTDA,1662022,0,R$ 0.00,"R$ 3,832.45",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,3832.45
2023160101DL000456,2022160101NE00077,33903944,1550000004,2156,34805/2022,XXXX,160101,AGUAS DE SAO FRANCISCO CONCESSIONARIA DE SANEAMENTO S.A.,0,0,-R$ 116.67,R$ 116.67,-R$ 116.67,R$ 0.00,R$ 0.00,-R$ 116.67,116.67
2023160101DL000457,2022160101NE09047,33903007,2999000006,2324,1227166/2022,XXXX,160101,ASSOC.DOS PROD.RURAIS DA COMUD.DO CARIAMBA,0,0,"R$ 138,188.58","R$ 138,188.58","R$ 138,188.58",R$ 0.00,"R$ 138,188.58",R$ 0.00,138188.58
2023160101DL000458,2022160101NE09050,33903007,2999000006,6782,1227166/2022,XXXX,160101,ASSOC.DOS PROD.RURAIS DA COMUD.DO CARIAMBA,0,0,"R$ 124,740.68","R$ 124,740.68","R$ 124,740.68",R$ 0.00,"R$ 124,740.68",R$ 0.00,124740.68
2023160101DL000459,2022160101NE11849,33903615,1550000004,0,1250864/2021,XXXX,160101,MARIA DO SOCORRO SOUSA DA SILVA,2762022,0,"R$ 6,089.36","R$ 6,089.36","R$ 6,089.36",R$ 0.00,"R$ 6,089.36",R$ 0.00,6089.36
2023160101DL000460,2022160101NE12287,33903916,1500100102,0,1554264/2022,XXXX,160101,P1 CONSTRUTORA LTDA,1202021,0,R$ 0.00,R$ 10.00,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,10
2023160101DL000461,2022160101NE12287,33903916,1500100102,0,1554264/2022,XXXX,160101,P1 CONSTRUTORA LTDA,1202021,0,-R$ 10.00,R$ 10.00,-R$ 10.00,R$ 0.00,R$ 0.00,-R$ 10.00,10
2023160101DL000462,2022160101NE12287,33903916,1500100102,0,1554264/2022,XXXX,160101,P1 CONSTRUTORA LTDA,1202021,0,R$ 0.00,"R$ 16,876.01",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,16876.01
2023160101DL000463,2022160101NE11298,33903615,1550000004,0,666191/2020,XXXX,160101,MARISSA ANTONIO ROSA,482021,0,"R$ 8,820.65","R$ 8,820.65","R$ 8,820.65",R$ 0.00,"R$ 8,820.65",R$ 0.00,8820.65
2023160101DL000464,2022160101NE11174,33903615,1550000004,0,1090332/2021,XXXX,160101,ROSA BARBOSA LIMA,32010,0,"R$ 6,068.24","R$ 6,068.24","R$ 6,068.24",R$ 0.00,"R$ 6,068.24",R$ 0.00,6068.24
2023160101DL000465,2022160101NE11994,33903615,1550000004,0,1323157/2019,XXXX,160101,SANTIAGO BRINGEL PEREIRA,3932017,0,"R$ 9,529.74","R$ 9,529.74","R$ 9,529.74",R$ 0.00,"R$ 9,529.74",R$ 0.00,9529.74
2023160101DL000466,2022160101NE11267,33903615,1500100102,0,351201/2022,XXXX,160101,JOAO CARLOS DA SILVA MORAES,322013,0,"R$ 6,169.84","R$ 6,169.84","R$ 6,169.84",R$ 0.00,"R$ 6,169.84",R$ 0.00,6169.84
2023160101DL000467,2022160101NE11342,33903615,1500100102,0,51473/2022,XXXX,160101,JOAO MENDES DE OLIVEIRA,32009,0,"-R$ 1,922.99","R$ 1,924.53","-R$ 1,922.99",R$ 0.00,R$ 0.00,"-R$ 1,922.99",1924.53
2023160101DL000468,2022160101NE11342,33903615,1500100102,0,51473/2022,XXXX,160101,JOAO MENDES DE OLIVEIRA,32009,0,"R$ 1,922.99","R$ 1,922.99","R$ 1,922.99",R$ 0.00,"R$ 1,922.99",R$ 0.00,1922.99
2023160101DL000469,2023160101NE000034,31901101,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,"-R$ 23,990.66","R$ 23,990.66","-R$ 23,990.66",R$ 0.00,R$ 0.00,"-R$ 23,990.66",23990.66
 , ,31901107,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,-R$ 630.58,R$ 630.58,-R$ 630.58,R$ 0.00,R$ 0.00,-R$ 630.58,630.58
